Ensembl Gene ID	% GC content	Gene Start (bp)	Gene End (bp)
ENSMUSG00000085625	46.39	84552858	84553452
ENSMUSG00000027195	40.67	94032689	94157964
ENSMUSG00000067261	65.10	99656299	99658622
ENSMUSG00000015733	38.04	17636234	17666972
ENSMUSG00000023052	54.08	102523839	102524942
ENSMUSG00000055817	45.92	83706163	83821516
ENSMUSG00000105012	43.51	85397524	85428128
ENSMUSG00000078503	37.63	145510759	145539188
ENSMUSG00000020441	56.33	59208321	59210738
ENSMUSG00000087139	42.66	109797183	109802796
ENSMUSG00000046836	43.06	183276352	183297269
ENSMUSG00000105103	40.77	116641902	116681260
ENSMUSG00000020462	38.62	29221532	29247409
ENSMUSG00000057735	38.60	88525585	88526496
ENSMUSG00000086592	43.41	99662541	99712972
ENSMUSG00000106125	43.63	116663732	116664155
ENSMUSG00000074063	54.50	119434124	119446256
ENSMUSG00000068809	42.39	88559471	88560409
ENSMUSG00000083986	48.44	53733579	53733931
ENSMUSG00000043267	42.73	85991819	85992829
ENSMUSG00000081073	40.99	88572052	88579744
ENSMUSG00000042796	42.87	86007778	86008710
ENSMUSG00000081979	49.38	52118242	52118891
ENSMUSG00000102805	43.34	84496426	85887518
ENSMUSG00000068808	40.83	88591806	88592726
ENSMUSG00000045392	42.44	86041317	86042249
ENSMUSG00000107270	47.28	60342358	60343093
ENSMUSG00000031486	51.85	27085583	27123436
ENSMUSG00000107189	45.56	24594530	24595238
ENSMUSG00000102919	37.52	84873891	84877776
ENSMUSG00000082885	39.27	88623305	88624236
ENSMUSG00000029276	42.51	107548967	107597888
ENSMUSG00000043102	55.56	31806166	31810580
ENSMUSG00000047819	39.95	84593574	84597032
ENSMUSG00000048076	45.84	59211412	59228270
ENSMUSG00000020617	45.14	109787651	109828046
ENSMUSG00000081948	41.63	88642748	88643703
ENSMUSG00000104517	43.54	165643899	165644688
ENSMUSG00000102091	42.12	86046484	86047416
ENSMUSG00000103443	35.97	195079099	195081336
ENSMUSG00000104010	37.27	195042383	195044679
ENSMUSG00000028834	49.94	134315120	134329629
ENSMUSG00000049093	38.94	67422932	67491855
ENSMUSG00000104290	45.99	85152036	85152696
ENSMUSG00000087393	42.79	109845878	109848476
ENSMUSG00000083418	41.95	86056040	86056964
ENSMUSG00000009900	49.97	59248033	59290752
ENSMUSG00000072809	54.16	69057718	69060483
ENSMUSG00000051397	54.29	67534062	67535796
ENSMUSG00000075020	45.47	94251879	94264758
ENSMUSG00000096929	42.56	194976375	195037904
ENSMUSG00000057719	43.56	42053667	42158960
ENSMUSG00000105650	42.27	67532489	67556204
ENSMUSG00000040601	40.38	26435113	26476142
ENSMUSG00000099820	42.77	86074742	86075674
ENSMUSG00000104077	48.43	195017892	195018242
ENSMUSG00000061288	48.20	117120129	117275219
ENSMUSG00000000126	52.53	59306928	59333552
ENSMUSG00000103867	41.69	195013746	195016448
ENSMUSG00000082399	57.08	134803949	134804428
ENSMUSG00000085606	48.85	110331206	110333203
ENSMUSG00000076501	45.97	67555497	67556216
ENSMUSG00000033170	54.47	78775138	78803042
ENSMUSG00000081256	48.90	110328204	110328522
ENSMUSG00000002831	55.19	56100591	56109803
ENSMUSG00000085247	40.29	135169573	135215616
ENSMUSG00000093774	38.80	3026901	3027882
ENSMUSG00000045176	63.10	69059717	69061578
ENSMUSG00000093444	37.63	3080778	3081476
ENSMUSG00000031837	53.56	119446719	119472640
ENSMUSG00000029683	44.85	24597762	24605414
ENSMUSG00000091539	38.87	3122492	3123412
ENSMUSG00000085631	40.86	135325447	135583584
ENSMUSG00000027011	38.71	78868124	78921293
ENSMUSG00000052414	41.09	102523843	102625067
ENSMUSG00000096699	54.34	42252398	42252835
ENSMUSG00000005501	41.52	87945119	88008551
ENSMUSG00000023939	49.28	45686322	45698495
ENSMUSG00000020798	49.34	72494919	72550506
ENSMUSG00000024497	53.30	42394539	42397249
ENSMUSG00000026960	37.21	53191726	53219220
ENSMUSG00000056849	49.49	42441019	42441507
ENSMUSG00000016458	45.81	105126529	105173616
ENSMUSG00000028583	46.88	143267431	143299564
ENSMUSG00000100209	55.68	74696768	74697586
ENSMUSG00000086077	51.63	74695520	74697365
ENSMUSG00000050708	54.71	45457944	45459884
ENSMUSG00000018347	43.34	65807175	65829239
ENSMUSG00000101832	46.27	64617784	64626033
ENSMUSG00000027957	39.88	116669470	116712831
ENSMUSG00000100437	41.42	64649935	64652756
ENSMUSG00000074513	40.22	84496093	84582625
ENSMUSG00000103996	39.93	87865073	87865916
ENSMUSG00000085167	61.80	24076559	24077367
ENSMUSG00000034224	52.51	119479602	119501698
ENSMUSG00000028718	40.24	115000159	115043196
ENSMUSG00000050994	39.30	10335703	10472326
ENSMUSG00000061979	50.25	134148054	134176774
ENSMUSG00000105324	40.45	143743377	143827012
ENSMUSG00000024382	47.14	32240300	32270151
ENSMUSG00000081378	51.97	119602170	119602625
ENSMUSG00000106524	42.77	143770539	143772448
ENSMUSG00000105492	46.55	143872995	143873819
ENSMUSG00000102114	45.94	41746746	41753913
ENSMUSG00000105339	36.36	116631671	116632209
ENSMUSG00000104195	52.42	134176346	134177709
ENSMUSG00000026930	53.32	26315515	26348237
ENSMUSG00000022510	39.57	25683763	25892102
ENSMUSG00000083410	48.20	179612622	179613567
ENSMUSG00000020287	51.53	32226505	32232700
ENSMUSG00000105337	43.94	153162728	153182815
ENSMUSG00000002012	57.25	73655994	73660117
ENSMUSG00000017760	54.49	164832873	164841032
ENSMUSG00000105201	39.27	158033940	158036409
ENSMUSG00000027714	41.84	36552606	36565727
ENSMUSG00000086042	35.57	91646315	91651152
ENSMUSG00000105811	40.57	143878393	143954774
ENSMUSG00000031831	50.51	119575235	119598454
ENSMUSG00000036779	43.81	88199213	88259722
ENSMUSG00000082523	36.11	91708638	91709969
ENSMUSG00000104865	44.31	143898047	143898951
ENSMUSG00000057914	40.30	14603088	14987908
ENSMUSG00000028563	41.16	98355370	98383306
ENSMUSG00000106367	42.01	144101904	144135754
ENSMUSG00000044556	49.54	115779834	115781018
ENSMUSG00000105166	40.65	129354004	129355105
ENSMUSG00000033808	39.61	120355312	120404113
ENSMUSG00000084910	39.77	72201348	72215352
ENSMUSG00000105278	40.49	129374110	129377557
ENSMUSG00000083372	53.45	72542666	72542998
ENSMUSG00000038807	48.28	74383356	74590186
ENSMUSG00000105712	57.62	129433673	129434715
ENSMUSG00000001436	52.38	77032241	77061002
ENSMUSG00000106258	54.51	129461972	129462747
ENSMUSG00000059343	47.66	72850583	72852634
ENSMUSG00000033852	54.69	120027493	120043033
ENSMUSG00000104908	43.33	153467216	153478210
ENSMUSG00000100863	46.78	91805547	91806555
ENSMUSG00000016494	41.05	194938819	194961279
ENSMUSG00000078780	39.40	15946870	16006437
ENSMUSG00000095937	55.19	91851668	91852669
ENSMUSG00000104444	41.50	28807205	28813985
ENSMUSG00000085952	50.02	70623027	70625561
ENSMUSG00000087517	37.67	91938854	91939952
ENSMUSG00000084173	44.15	72893781	72894378
ENSMUSG00000083528	48.96	25554309	25554549
ENSMUSG00000055555	41.80	53724826	53738441
ENSMUSG00000085704	58.03	179975993	179979013
ENSMUSG00000084162	39.93	73029819	73036074
ENSMUSG00000006699	41.05	137319696	137357720
ENSMUSG00000060795	42.34	19992921	19993442
ENSMUSG00000029404	58.02	124116089	124118196
ENSMUSG00000086418	40.31	20709375	20713234
ENSMUSG00000052544	45.23	153198266	153725174
ENSMUSG00000081128	53.04	20235045	20236064
ENSMUSG00000007080	44.46	110286306	110337474
ENSMUSG00000072969	43.70	135742733	135747322
ENSMUSG00000082164	45.93	20037096	20037894
ENSMUSG00000106024	39.93	153309370	153312745
ENSMUSG00000070738	45.41	87853287	87945180
ENSMUSG00000075467	55.61	26348121	26352110
ENSMUSG00000104964	47.20	153473744	153474654
ENSMUSG00000087698	49.02	140947666	140957902
ENSMUSG00000031832	57.38	119597975	119605222
ENSMUSG00000040856	53.54	109452823	109463336
ENSMUSG00000028533	39.71	92144329	92147234
ENSMUSG00000105023	46.69	153296504	153298649
ENSMUSG00000022721	50.94	18248679	18254772
ENSMUSG00000023068	41.31	52417547	52440192
ENSMUSG00000010825	52.39	143357338	143392152
ENSMUSG00000020682	50.23	83440768	83463071
ENSMUSG00000097035	41.73	107659461	107688010
ENSMUSG00000025083	49.07	56912361	57008228
ENSMUSG00000039221	43.74	28805436	28807424
ENSMUSG00000032278	48.65	61953481	62026856
ENSMUSG00000024498	39.10	42511510	42575551
ENSMUSG00000043384	41.39	135742733	135803474
ENSMUSG00000091425	49.82	107443950	107445031
ENSMUSG00000040690	54.17	130047840	130099283
ENSMUSG00000042670	38.07	105904638	105965558
ENSMUSG00000039117	48.99	179912146	179976646
ENSMUSG00000091816	52.81	107423857	107430567
ENSMUSG00000086333	46.20	74525140	74531124
ENSMUSG00000041220	44.39	129532355	129638495
ENSMUSG00000015665	45.16	100572251	100578205
ENSMUSG00000073792	41.21	99715664	99763460
ENSMUSG00000028927	51.66	140906344	140952586
ENSMUSG00000025652	57.04	108914619	108915563
ENSMUSG00000081886	53.00	100585009	100585408
ENSMUSG00000033763	54.56	110721476	110741400
ENSMUSG00000031981	47.37	124576111	124618731
ENSMUSG00000105837	45.31	129527467	129532388
ENSMUSG00000085884	44.08	96036090	96038743
ENSMUSG00000016349	54.90	181147653	181157014
ENSMUSG00000106092	44.17	129538141	129539811
ENSMUSG00000089798	40.94	107534709	107551542
ENSMUSG00000029823	37.72	38551334	38609470
ENSMUSG00000026601	42.28	156323509	156421159
ENSMUSG00000086067	51.78	84611202	84617184
ENSMUSG00000070871	40.42	64690455	64725644
ENSMUSG00000074062	42.32	109432316	109449140
ENSMUSG00000098789	53.29	120027483	120032594
ENSMUSG00000074733	42.31	61053840	61140840
ENSMUSG00000030638	46.85	82173840	82307419
ENSMUSG00000029384	41.92	93206518	93213475
ENSMUSG00000082850	49.87	179993188	179993584
ENSMUSG00000056413	52.14	139271876	139325622
ENSMUSG00000028646	43.20	123917446	123936997
ENSMUSG00000063800	40.67	108563172	108579336
ENSMUSG00000078193	53.93	156366040	156366484
ENSMUSG00000106134	43.14	109448645	109460105
ENSMUSG00000105162	42.15	109440128	109443178
ENSMUSG00000083065	45.98	134335498	134335758
ENSMUSG00000106631	41.45	107507621	107580596
ENSMUSG00000045345	47.15	143397248	143399563
ENSMUSG00000037736	44.05	66745827	67057158
ENSMUSG00000087213	40.34	64679871	64690659
ENSMUSG00000087592	44.19	83383064	83392205
ENSMUSG00000105594	47.67	143395503	143398244
ENSMUSG00000092483	70.63	154960770	154961678
ENSMUSG00000101942	67.58	87853347	87854299
ENSMUSG00000082781	52.79	52131778	52132046
ENSMUSG00000086321	44.50	83378317	83390668
ENSMUSG00000093720	48.98	143390730	143403748
ENSMUSG00000100214	39.10	39571672	39576231
ENSMUSG00000079111	46.81	143403838	143421901
ENSMUSG00000048001	63.98	154960923	154962371
ENSMUSG00000066090	42.15	103017872	103026842
ENSMUSG00000101458	36.60	39579082	39580589
ENSMUSG00000032252	39.09	62057248	62122655
ENSMUSG00000099934	46.97	39583165	39583758
ENSMUSG00000082515	45.03	123926234	123926555
ENSMUSG00000084968	42.95	108592425	108619849
ENSMUSG00000074903	46.89	39588931	39589717
ENSMUSG00000079652	46.92	29279593	29290680
ENSMUSG00000083430	46.26	135891264	135891477
ENSMUSG00000100912	51.08	39662546	39663009
ENSMUSG00000101493	50.22	137387266	137388382
ENSMUSG00000101901	52.82	39739998	39740529
ENSMUSG00000102227	42.93	39791254	39794251
ENSMUSG00000026602	44.70	156310727	156328035
ENSMUSG00000070667	48.68	137395299	137395676
ENSMUSG00000100431	43.03	39797154	39797727
ENSMUSG00000060461	51.51	78367052	78368177
ENSMUSG00000037259	43.13	144470557	144527414
ENSMUSG00000087658	53.14	52156902	52162119
ENSMUSG00000039108	51.54	180024987	180035465
ENSMUSG00000050150	40.37	135348029	135397827
ENSMUSG00000016344	60.85	181187247	181188771
ENSMUSG00000104525	41.70	194993258	194996195
ENSMUSG00000028821	48.79	134930898	134937548
ENSMUSG00000102085	40.87	39903767	39910970
ENSMUSG00000106762	50.74	35361541	35367677
ENSMUSG00000029844	48.42	52155590	52158317
ENSMUSG00000062585	47.28	135895394	135920207
ENSMUSG00000081330	44.74	136307364	136307886
ENSMUSG00000055944	50.90	35379152	35388476
ENSMUSG00000106603	41.21	44751164	44753757
ENSMUSG00000106332	43.56	44516961	44517713
ENSMUSG00000018401	48.15	87592162	87616302
ENSMUSG00000057223	41.06	12099518	12109583
ENSMUSG00000105347	40.85	44680194	44683601
ENSMUSG00000105136	40.97	44513658	44514560
ENSMUSG00000104819	45.30	67565191	67566446
ENSMUSG00000056436	39.91	76353942	76360450
ENSMUSG00000104990	43.47	44664694	44666731
ENSMUSG00000025531	37.04	113040593	113185517
ENSMUSG00000028527	46.46	101419277	101466995
ENSMUSG00000024817	39.14	30030513	30093722
ENSMUSG00000086732	43.48	31574967	31576723
ENSMUSG00000105648	38.85	44585063	44585201
ENSMUSG00000105224	40.78	44700876	44706890
ENSMUSG00000028759	44.70	138216296	138244683
ENSMUSG00000027566	50.37	180036373	180042433
ENSMUSG00000104931	41.75	67594012	67594308
ENSMUSG00000028086	39.48	84815268	84979198
ENSMUSG00000106884	44.36	41934397	41935672
ENSMUSG00000028587	42.38	108579423	108614833
ENSMUSG00000105861	39.55	44623919	44627701
ENSMUSG00000105282	45.79	44492170	44495421
ENSMUSG00000028673	48.58	135920735	135940311
ENSMUSG00000020620	40.24	109932190	109995845
ENSMUSG00000083743	44.30	84428818	84429124
ENSMUSG00000081559	49.28	45550017	45550499
ENSMUSG00000037161	44.53	51388412	51396738
ENSMUSG00000085980	49.30	45639936	45642304
ENSMUSG00000016493	38.72	195036826	195092249
ENSMUSG00000082597	48.73	88151696	88151970
ENSMUSG00000019813	43.26	41718840	41809871
ENSMUSG00000054514	45.80	155761178	155769264
ENSMUSG00000091421	47.61	92689426	92690158
ENSMUSG00000093577	50.27	96239393	96241819
ENSMUSG00000015090	56.20	25466709	25470046
ENSMUSG00000063954	64.20	96239749	96240276
ENSMUSG00000029145	50.43	31187558	31193430
ENSMUSG00000029528	54.06	115506676	115555987
ENSMUSG00000025885	46.30	74440936	74771493
ENSMUSG00000025651	48.76	108936633	108949623
ENSMUSG00000068889	47.07	92707401	92709074
ENSMUSG00000035085	52.04	83437677	83441233
ENSMUSG00000042116	55.57	155768149	155774698
ENSMUSG00000042124	48.62	92718685	92720350
ENSMUSG00000085629	47.25	109936316	109938135
ENSMUSG00000043461	41.95	69819542	69859940
ENSMUSG00000103741	44.43	84556890	84557787
ENSMUSG00000008496	51.92	25087344	25159922
ENSMUSG00000102703	40.44	85195182	85196447
ENSMUSG00000104271	40.20	14966198	14967523
ENSMUSG00000082542	51.19	14692871	14693249
ENSMUSG00000002814	45.35	60740058	60777365
ENSMUSG00000070577	48.95	148643317	148671572
ENSMUSG00000027489	53.41	154544399	154558890
ENSMUSG00000031286	42.55	85869849	85887516
ENSMUSG00000103050	39.08	14735546	14737927
ENSMUSG00000075000	43.72	67266689	67285305
ENSMUSG00000104153	37.05	14611217	14613837
ENSMUSG00000091842	46.44	35770318	35770668
ENSMUSG00000028266	46.01	144188530	144205220
ENSMUSG00000048013	53.12	100092193	100096241
ENSMUSG00000087273	53.18	148713703	148716581
ENSMUSG00000039706	41.35	44472132	44799680
ENSMUSG00000027230	50.61	91982328	92024502
ENSMUSG00000099995	45.22	85317519	85332030
ENSMUSG00000029684	38.67	24613805	24665009
ENSMUSG00000081008	46.57	14691394	14691728
ENSMUSG00000106161	50.98	138359838	138360041
ENSMUSG00000100320	63.97	35830389	35831093
ENSMUSG00000083305	48.64	14721134	14722124
ENSMUSG00000080935	55.61	138364260	138365552
ENSMUSG00000074061	41.76	109476654	109495875
ENSMUSG00000066800	44.42	153749426	153764221
ENSMUSG00000036026	53.59	45660171	45686905
ENSMUSG00000075591	39.90	138363719	138388287
ENSMUSG00000030830	49.53	127296260	127335137
ENSMUSG00000036892	49.85	30493622	30513402
ENSMUSG00000106946	38.32	24657518	24660369
ENSMUSG00000104969	48.54	144197172	144199262
ENSMUSG00000035506	45.63	33517328	33664135
ENSMUSG00000037300	48.92	124671335	124721983
ENSMUSG00000038780	48.85	144876495	144965847
ENSMUSG00000020916	52.40	100102007	100105626
ENSMUSG00000105515	32.85	15805564	15806744
ENSMUSG00000084973	52.91	31662220	31666131
ENSMUSG00000106011	48.12	153749299	153749591
ENSMUSG00000098062	51.07	34481914	34482522
ENSMUSG00000086885	46.96	31651041	31662021
ENSMUSG00000097325	43.32	194955759	194976960
ENSMUSG00000107227	39.21	34469664	34473195
ENSMUSG00000107010	47.30	31702245	31706990
ENSMUSG00000038751	49.40	181193721	181202789
ENSMUSG00000104206	42.93	194989062	194995345
ENSMUSG00000034751	43.19	102732486	103334497
ENSMUSG00000063935	50.01	72576806	72581254
ENSMUSG00000100183	48.15	153750682	153751547
ENSMUSG00000086804	45.58	31605211	31743316
ENSMUSG00000039086	51.59	180042509	180070201
ENSMUSG00000103338	46.43	173097997	173098248
ENSMUSG00000028825	48.95	134864536	134896172
ENSMUSG00000102464	44.98	40077405	40080681
ENSMUSG00000032228	37.84	71842688	72111871
ENSMUSG00000087379	44.60	31786675	31922270
ENSMUSG00000028688	47.00	116794310	116807640
ENSMUSG00000056836	46.92	40190935	40191324
ENSMUSG00000028497	40.13	88396144	88438928
ENSMUSG00000034656	49.23	84388440	84640246
ENSMUSG00000027579	53.12	181205562	181213185
ENSMUSG00000024424	45.96	12599926	12737050
ENSMUSG00000020780	49.26	116245166	116274217
ENSMUSG00000096336	41.33	67609713	67610508
ENSMUSG00000083993	45.67	181216727	181217799
ENSMUSG00000062527	36.73	173130200	173137334
ENSMUSG00000103195	44.63	163306798	163309067
ENSMUSG00000037938	49.33	129129700	129134134
ENSMUSG00000045246	52.73	119623854	119635680
ENSMUSG00000028698	40.40	116221618	116303056
ENSMUSG00000094743	39.61	60677683	60680431
ENSMUSG00000047841	54.96	181220013	181222854
ENSMUSG00000044709	50.02	19564946	19573823
ENSMUSG00000085305	46.37	45715169	45716421
ENSMUSG00000020793	56.57	116280939	116283938
ENSMUSG00000084826	45.58	129158666	129180667
ENSMUSG00000045438	52.03	139336189	139351418
ENSMUSG00000054434	48.61	123068415	123117749
ENSMUSG00000082274	47.96	129168700	129170488
ENSMUSG00000101153	43.95	40262705	40269753
ENSMUSG00000086652	50.07	129182482	129183947
ENSMUSG00000037210	41.73	34369933	34486456
ENSMUSG00000103532	45.15	129196086	129197126
ENSMUSG00000038067	56.57	98701263	98703629
ENSMUSG00000100650	42.69	40373302	40469240
ENSMUSG00000084120	47.93	105033034	105034074
ENSMUSG00000102898	40.94	40473160	40474891
ENSMUSG00000102004	44.94	40674737	40691260
ENSMUSG00000083764	45.83	90859767	90861348
ENSMUSG00000029541	56.92	139352617	139357033
ENSMUSG00000073834	41.10	60658466	60662411
ENSMUSG00000085940	39.90	90804692	90895149
ENSMUSG00000029175	51.75	30647933	30659729
ENSMUSG00000028836	51.96	134343181	134354484
ENSMUSG00000046755	50.53	91575315	91577558
ENSMUSG00000073860	47.50	45683589	45723338
ENSMUSG00000104851	41.63	44736337	44738553
ENSMUSG00000021557	43.78	59449537	59585227
ENSMUSG00000085876	50.30	45762377	45764223
ENSMUSG00000039069	48.36	180070588	180085902
ENSMUSG00000022838	37.25	36792884	36875003
ENSMUSG00000103541	53.68	124277777	124279177
ENSMUSG00000028085	43.99	85574119	85655622
ENSMUSG00000026586	41.14	163245119	163313710
ENSMUSG00000027222	54.57	92374676	92381217
ENSMUSG00000090589	60.44	180099913	180101502
ENSMUSG00000028584	48.51	143349757	143371032
ENSMUSG00000043059	56.12	31198981	31202303
ENSMUSG00000001763	48.29	29694222	29718559
ENSMUSG00000043870	51.42	22230391	22230919
ENSMUSG00000081792	46.44	143389659	143390416
ENSMUSG00000043243	54.31	71597648	71607936
ENSMUSG00000078185	38.12	175682237	175688353
ENSMUSG00000031201	36.18	75416628	75454001
ENSMUSG00000093553	51.54	96243550	96246380
ENSMUSG00000098894	36.54	76319577	76320846
ENSMUSG00000041733	47.46	115279666	115296972
ENSMUSG00000098043	51.14	22236921	22237315
ENSMUSG00000086825	38.77	130429781	130437191
ENSMUSG00000105657	35.78	10741052	10743175
ENSMUSG00000032890	50.97	120854816	120896579
ENSMUSG00000031028	51.01	109010825	109034460
ENSMUSG00000073680	49.65	155781591	155785874
ENSMUSG00000064220	63.65	96245497	96246082
ENSMUSG00000020690	41.46	105063592	105117537
ENSMUSG00000101298	49.51	52163359	52213339
ENSMUSG00000038523	54.27	154547085	154550003
ENSMUSG00000104951	48.21	123110696	123112261
ENSMUSG00000087626	45.89	52172881	52174059
ENSMUSG00000070392	54.77	96245554	96248509
ENSMUSG00000078487	44.79	155790439	155799503
ENSMUSG00000081630	44.99	91830442	91831390
ENSMUSG00000101451	46.49	52183110	52189925
ENSMUSG00000062042	41.67	86615636	86616643
ENSMUSG00000093769	48.85	96246685	96248504
ENSMUSG00000020289	48.14	32225628	32267707
ENSMUSG00000031985	48.32	124863033	124890057
ENSMUSG00000081363	49.52	92770031	92770973
ENSMUSG00000060029	47.94	130543791	130563749
ENSMUSG00000041805	46.97	143394428	143400160
ENSMUSG00000029428	50.20	128984557	129008574
ENSMUSG00000063394	42.33	86663664	86664674
ENSMUSG00000081141	45.61	92792699	92793279
ENSMUSG00000093507	44.54	96254619	96256277
ENSMUSG00000081258	47.41	106265307	106265576
